#,关键词,法规,别称
24,,《分类结论告知书》,
25,,《中华人民共和国外汇管理条例》,
26,,《条例》,
,,,
1,财税[2012]38号,,
,,,
1,国税发[2012]13号,,
,,,
1,中国保监会行政许可事项实施规程,,
,,,
1,国家税务总局公告2011年第51号,,
,,,
1,自理报检,《出入境检验检疫报检规定》,
,,,
1,企业登记档案资料查询办法,《中华人民共和国档案法》,
2,,《中华人民共和国企业法人登记管理条例》,
3,,《中华人民共和国公司登记管理条例》,
4,,《企业法人登记管理办法》,
,,,
1,北京市企业登记前置许可项目目录,,
,,,
1,就业,《关于若干条文的说明》,
2,,《劳动就业服务企业管理规定》,
3,,《全民所有制工业企业转换经营机制条例》,
4,,《城镇集体所有制企业条例》,
5,,《个体工商户管理条例》,
6,,《关于广开门路、搞活经济解决城镇就业问题的若干决定》,
7,,《余姚日报》,
8,,《就业也要有技巧》,
9,,《国家促进普通高校毕业生就业政策百问》,
10,,《鹧鸪天》,
11,,《中华人民共和国就业促进法》,
12,,《中华人民共和国劳动争议调解仲裁法》,
13,,《中华人民共和国劳动合同法》,
14,,《集体合同规定》,
15,,《就业服务与就业管理规定》,
16,,《女职工劳动保护特别规定》,
17,,《职工带薪年休假条例》,
18,,《企业劳动争议协商调解规定》,
,,,
1,财税2009 60号,,
,,,
1,战略投资者,,
,,,
1,划拨 土地,《划拨土地使用权管理暂行办法》,
2,,《中华人民共和国城市房地产管理法》,
3,,《中华人民共和国土地管理法》,
4,,《中华人民共和国城镇国有土地使用权出让和转让暂行条例》,
5,,《云南省城镇国有土地使用权出让和转让实施办法》,
6,,《土地使用权出租证书》,
7,,《土地使用权抵押证书》,
8,,《昆明市外商投资企业用地管理办法》,
9,,《关于军队有偿转让空余军用土地有关问题的通知》,
10,,《军用土地补办出让手续许可证》,
,,,
1,海外代付,《海外代付协议》,
,,,
1,总分机构 企业所得税,,
,,,
1,19号文,,
,,,
1,试点,《极其简单的故事》,
2,,《黄友毅回家》,
3,,《风雷》,
,,,
1,财税[1995]48号,,
,,,
1,财税字[1994]第20号,,
,,,
1,国税函 698,,
,,,
1,虚假陈述,《中华人民共和国证券法》,不实陈述
2,,《最高法关于审理证券市场因虚假陈述引发民事赔偿案件的若干规定》,
3,,《最高人民法院关于受理证券市场因虚假陈述引发的民事侵权纠纷案件有关问题的通知》,
,,,
1,外商投资企业合并与分立的规定,,
,,,
1,会计从业资格管理办法,《会计从业资格管理办法》,
2,,《办法》,
3,,《中华人民共和国会计法》,
4,,《会计法》,
5,,《会计基础》,
,,,
1,国税发 2009 31号,,
,,,
1,汇综发[2008]142号,,
,,,
1,人民币基金,《外商投资创业投资企业管理规定》,
2,,《创业投资企业管理暂行办法》,
3,,《公司法》,
4,,《证券法》,
5,,《合伙企业法》,
6,,《国家外汇管理局关于完善外资并购外汇管理有关问题的通知》,
7,,《外国投资者并购境内企业暂行规定》,
8,,《外资PE在中国的运作与发展》,
9,,《合伙企业登记的》,
10,,《证券投资资金法》,
11,,《证券投资基金法》,
12,,《基金法》,
13,,《金融改革法》,
14,,《外资法》,
15,,《保险法》,
,,,
1,深圳经济特区工伤保险条例,《深圳经济特区工伤保险条例》,
2,,《工伤保险证》,
3,,《中华人民共和国企业劳动争议处理条例》,
,,,
1,国税函[2008]112号,,
,,,
1,视同内销,,
,,,
1,产业基金,《设立境外中国产业投资基金管理办法》,
2,,《境外金融机构管理办法》,
3,,《中国人民银行关于外资金融机构在中国设立常驻代表机构的管理办法》,
,,,
1,关联,,
,,,
1,视同销售 增值税,,
,,,
1,国家税务总局关于个人因解除劳动合同取得经济补偿征收个人所得税问题的通知,,
,,,
1,探亲假,《国务院关于职工探亲待遇的规定》,
2,,《外商投资企业劳动管理规定》,
3,,《广东省企业职工假期待遇死亡抚恤待遇暂行规定》,
4,,《职工带薪年休假条例》,
5,,《关于制定实施细则，落实的建议》,
6,,《2011年度中国老龄事业发展统计公报》,
7,,《老年人权益保障法》,
8,,《关于职工探亲待遇的规定》,
,,,
1,363号文,,
,,,
1,取暖费,,
,,,
1,国家税务总局关于企业固定资产加速折旧所得税处理有关问题的通知,,
,,,
1,外汇指定银行办理结汇、售汇业务管理暂行办法,《外汇指定银行办理结汇、售汇业务管理暂行办法》,
2,,《中华人民共和国外汇管理条例》,
3,,《外汇管理条例》,
4,,《中华人民共和国外资金融机构管理条例》,
5,,《关于对违反售付汇管理规定的金融机构及其责任人行政处分的规定》,
6,,《关于骗购外汇、非法套汇、逃汇、非法买卖外汇等违反外汇管理规定行为的行政处分或者纪律处分暂行规定》,
7,,《外资银行结汇、售汇及付汇业务实施细则》,
8,,《中国人民银行关于对外商投资企业实行银行结售汇的公告》,
9,,《国家外汇管理局综合司关于办理对国有独资商业银行分支机构结售汇业务审批有关问题的批复》,
,,,
1,最低工资规定,《最低工资规定》,
2,,《企业最低工资标准》,
3,,《劳动合同法》,
4,,《劳动保障监察条例》,
,,,
1,国侨发[2009]5号,,
,,,
1,旅行社条例,《旅行社条例》,
2,,《旅行社管理条例》,
3,,《中华人民共和国劳动合同法》,
,,,
1,汽车产业,,
,,,
1,电影管理条例,《电影管理条例》,
2,,《摄制电影许可证》,
3,,《摄制电影片许可证（单片）》,
4,,《中外合作摄制电影片许可证》,
5,,《电影片公映许可证》,
6,,《电影发行经营许可证》,
7,,《电影放映经营许可证》,
,,,
1,关于进一步加强外商投资企业审批和登记管理有关问题的通知,,
,,,
1,高新企业,《北京市高新技术企业认定申请登记表》,
2,,《企业注册登记表》,
3,,《高新技术企业认定申请书》,
4,,《工作指引》,
,,,
1,中德,,
,,,
1,章程,,
,,,
1,固定资产改良支出,,
,,,
1,利润再投资,,
,,,
1,进出口税则,《中华人民共和国海关进出口税则》,
2,,《2014年中华人民共和国进出口税则》,
3,,《商品名称及编码协调制度》,
4,,《中华人民共和国进出口关税条例》,
5,,《税率适用说明》,
6,,《中华人民共和国海关进口税则》,
7,,《中华人民共和国海关出口税则》,
,,,
1,利用外资改组国有企业暂行规定,《利用外资改组国有企业暂行规定》,
2,,《中华人民共和国公司法》,
3,,《中华人民共和国合同法》,
4,,《外商投资产业指导目录》,
5,,《国有资产评估管理办法》,
6,,《国有资产评估管理若干问题的规定》,
7,,《中华人民共和国担保法》,
8,,《指导外商投资方向规定》,
9,,《关于印发；的通知》,
10,,《关于进一步加强外商投资企业验资工作和健全外资外汇登记制度的通知》,
11,,《关于对企业实施改革改组改造过程中的有关收费实行减免的通知》,
,,,
1,货运代理,,
,,,
1,禁止出口货物目录,,
,,,
1,中国-东盟,,
,,,
1,两用物项和技术进出口许可证管理办法,《中华人民共和国对外贸易法》,
2,,《中华人民共和国海关法》,
3,,《中华人民共和国核出口管制条例》,
4,,《中华人民共和国核两用品及相关技术出口管制条例》,
5,,《中华人民共和国导弹及相关物项和技术出口管制条例》,
6,,《中华人民共和国生物两用品及相关设备和技术出口管制条例》,
7,,《中华人民共和国监控化学品管理条例》,
8,,《中华人民共和国易制毒化学品管理条例》,
9,,《有关化学品及相关设备和技术出口管制办法》,
10,,《两用物项和技术进出口许可证管理目录》,
11,,《管理目录》,
12,,《两用物项和技术进出口许可证管理办法》,
13,,《两用物项和技术进出口许可证发证机构名单》,
14,,《商务部外商投资企业易制毒化学品进口批复单》,
15,,《商务部外商投资企业易制毒化学品出口批复单》,
16,,《易制毒化学品管理条例》,
17,,《中华人民共和国海关行政处罚实施条例》,
18,,《敏感物项和技术出口许可证暂行管理办法》,
19,,《海关总署关于保税区内企业经营航空发动机修理等业务出境监管问题的通知》,
20,,《海关总署办公厅 外经贸部办公厅关于敏感物项和技术出口证件海关验放问题的通知》,
21,,《政法司、监管司关于明确敏感物项和技术出口许可证海关监管问题的通知》,
22,,《货物出口许可证管理办法》,
23,,《货物进口许可证管理办法》,
,,,
1,普通发票,《中华人民共和国发票管理办法》,
2,,《发票挂失/损毁报告表》,
3,,《税务行政处罚事项告知书》,
4,,《税务行政处罚决定书》,
,,,
1,外商投资产业指导目录 2007,,
,,,
1,外商投资 外汇,,
,,,
1,社会保险金,,
,,,
1,追征期,,
,,,
1,多点执业,,
,,,
1,特许权使用费 代扣代缴预提所得税,,
,,,
1,赞助费 免税,,
,,,
1,财政部、国家税务总局中国人民银行关于印发《跨省市总分机构企业所得税分配及预算管理办法》的通知,,
,,,
1,增值税 预收货款,,
,,,
1,营业税改征增值税试点有关企业会计处理规定,《营业税改征增值税试点有关企业会计处理规定》,
2,,《规定》,
3,,《财政部 国家税务总局关于印发〈营业税改征增值税试点方案〉的通知》,
4,,《营业税改征增值税试点方案》,
,,,
1,出差 个人所得税,,
,,,
1,录音证据,,
,,,
1,住宿业,,
,,,
1,开办费 税,,
,,,
1,个人所得税法 实施细则,,
,,,
1,财税【2011】111号,,
,,,
1,财税 2011 111号,,
,,,
1,国家外汇管理局综合司关于印发<资本项目外汇管理业务操作规程（2009年版）>的通知,,
,,,
1,保险资金境外投资管理暂行办法实施细则,《保险资金境外投资管理暂行办法实施细则》,
2,,《实施细则》,
3,,《保险资金境外投资管理暂行办法》,
4,,《办法》,
5,,《国际掉期与衍生品主合同》,
,,,
1,国家税务总局关于纳税人资产重组有关营业税问题的公告,,
,,,
1,非居民企业认定,,
,,,
1,赠送 增值税,,
,,,
1,无偿赠送,,
,,,
1,海外 经营 法律风险,,
,,,
1,非独立核算分公司,,
,,,
1,海外上市,,
,,,
1,柴油机,《轻柴油》,
,,,
1,国税函2009 3号,,
,,,
1,分配股利 营业税,,
,,,
1,生育生活津贴,,
,,,
1,货物贸易进口付汇管理暂行办法实施细则,,
,,,
1,保函,《汉堡规则》,
2,,《开立国内保函申请书》,
3,,《开立海关风险保证金保函申请书》,
,,,
1,律师 个人所得税,,
,,,
1,设立外商投资会议展览公司暂行规定,,
,,,
1,国务院令第538号,,
,,,
1,委托贷款 营业税,,
,,,
1,增值税 免税,《适用增值税零税率应税服务退（免）税管理办法》,
2,,《国家税务总局关于发布〈适用增值税零税率应税服务退（免）税管理办法（暂行）〉的公告》,
3,,《财政部 国家税务总局关于出口货物劳务增值税和消费税政策的通知》,
4,,《出口退（免）税资格认定申请表》,
5,,《国际船舶运输经营许可证》,
6,,《公共航空运输企业经营许可证》,
7,,《通用航空经营许可证》,
8,,《道路运输经营许可证》,
9,,《国际汽车运输行车许可证》,
10,,《企业法人营业执照》,
11,,《道路运输证》,
12,,《台湾海峡两岸间水路运输许可证》,
13,,《台湾海峡两岸间船舶营运证》,
14,,《技术出口合同登记证》,
15,,《对外贸易经营者备案登记表》,
16,,《中华人民共和国海关进出口货物收发货人报关注册登记证书》,
17,,《出口退（免）税资格认定变更申请表》,
18,,《免抵退税申报汇总表》,
19,,《增值税纳税申报表》,
20,,《增值税零税率应税服务（国际运输/港澳台运输）免抵退税申报明细表》,
21,,《航空国际运输收入清算账单申报明细表》,
22,,《铁路国际客运收入清算函件申报明细表》,
23,,《国际铁路货运进款清算通知单》,
24,,《增值税零税率应税服务（航天运输）免抵退税申报明细表》,
25,,《提供航天运输服务收讫营业款明细清单》,
26,,《增值税零税率应税服务（研发服务/设计服务）免抵退税申报明细表》,
27,,《向境外单位提供研发服务/设计服务收讫营业款明细清单》,
28,,《外贸企业出口退税汇总申报表》,
29,,《外贸企业外购应税服务（研发服务/设计服务）出口明细申报表》,
30,,《外贸企业出口退税进货明细申报表》,
31,,《财政部 国家税务总局关于出口货物劳务增值税和消费税政策通知》,
32,,《财政部 国家税务总局关于防范税收风险若干增值税政策的通知》,
33,,《国家税务总局关于停止为骗取出口退税企业办理出口退税有关问题的通知》,
34,,《放弃适用增值税零税率声明》,
35,,《财政部 国家税务总局关于将铁路运输和邮政业纳入营业税改征增值税试点的通知》,
36,,《国家税务总局关于发布〈适用增值税零税率应税服务退（免）税管理办法〉的公告》,
37,,《公告》,
38,,《中华人民共和国技术进出口管理条例》,
39,,《技术进出口合同登记管理办法》,
40,,《技术出口合同登记研发服务申请表》,
41,,《免予提供原始凭证税务事项通知书》,
42,,《跨境服务零税率情况统计表》,
,,,
1,双倍工资,《劳动合同法》,
2,,《北京市高级人民法院、北京市劳动争议仲裁委员会关于劳动争议案件法律适用问题研讨会会议纪要》,
