keyword,original terms,new terms,same
外商投资创业投资企业管理办法,外商 / 投资 / 创业 / 投资 / 企业 / 管理 / 办法,外商 / 投资 / 创业 / 投资 / 企业 / 管理 / 办法,Y
企业工会工作条例,企业 / 工会 / 工作 / 条例,企业 / 工会 / 工作 / 条例,Y
境外国有资产,境外 / 国有 / 资产,境外 / 国有 / 资产,Y
清算组成员,清算 / 组 / 成员,清算组 / 成员,N
股权重组,股权 / 重组,股权重组,N
corruption,CORRUPTION,CORRUPTION,Y
Wholly Foreign Owned Enterprise,WHOLLY / FOREIGN / OWNED / ENTERPRISE,WHOLLY / FOREIGN / OWNED / ENTERPRISE,Y
财政部关于印发《会计电算化工作规范》的通知,财政部 / 关于 / 印发 / 会计 / 电算化 / 工作 / 规范 / 的 / 通知,财政部 / 关于 / 印发 / 会计 / 电算 / 化 / 工作 / 规范 / 的 / 通知,N
代理业,代理业,代理 / 业,N
商业银行房地产贷款风险管理指引,商业 / 银行 / 房地产 / 贷款 / 风险 / 管理 / 指引,商业 / 银行 / 房地产 / 贷款 / 风险 / 管理 / 指引,Y
Advanced Technology Service Enterprises,ADVANCED / TECHNOLOGY / SERVICE / ENTERPRISES,ADVANCED / TECHNOLOGY / SERVICE / ENTERPRISES,Y
城市房地产,城市 / 房地产,城市 / 房地产,Y
28号文,28 / 号 / 文,28 / 号 / 文,Y
IFRS,IFRS,IFRS,Y
补充住房公积金,补充 / 住房 / 公积金,补充 / 住房 / 公积金,Y
低碳经济,低 / 碳 / 经济,低 / 碳 / 经济,Y
财政部、国家税务总局关于进一步推进出口货物实行免抵退税办法的通知,财政部 / 国家 / 税务 / 总局 / 关于 / 进一步 / 推进 / 出口 / 货物 / 实行 / 免抵 / 退税 / 办法 / 的 / 通知,财政部 / 国家 / 税务 / 总局 / 关于 / 进一步 / 推 / 进出口 / 货物 / 实行 / 免 / 抵 / 退税 / 办法 / 的 / 通知,N
建住房[2006]171号,建 / 住房 / 2006 / 171 / 号,建 / 住房171 / 号,N
国税发[2009]114,国 / 税发 / 2009 / 114,国税 / 发114,N
备用金,备用 / 金,备用金,N
进出口经营权,进出口 / 经营权,进出口 / 经营权,Y
人事代理,人事 / 代理,人事 / 代理,Y
财税[2009]111,财税 / 2009 / 111,财税111,N
关于禁止侵犯商业秘密行为的若干规定,关于 / 禁止 / 侵犯 / 商业 / 秘密 / 行为 / 的 / 若干 / 规定,关于 / 禁止 / 侵犯 / 商业 / 秘密 / 行为 / 的 / 若干 / 规定,Y
"""转让定价""",转让 / 定价,转让 / 定价,Y
国家税务局关于在中国境内无住所个人以有价证券形式取得工资薪金所得确定纳税义务有关问题的通知,国家 / 税务局 / 关于 / 在 / 中国 / 境内 / 无 / 住所 / 个人 / 以 / 有价证券 / 形式 / 取得 / 工资 / 薪金 / 所得 / 确定 / 纳税 / 义务 / 有关 / 问题 / 的 / 通知,国家 / 税务局 / 关于 / 在 / 中国 / 境内 / 无 / 住所 / 个人 / 以 / 有价证券 / 形式 / 取得 / 工资 / 薪金 / 所得 / 确定 / 纳税义务 / 有关 / 问题 / 的 / 通知,N
关于公益性捐赠税前扣除有关问题的通知,关于 / 公益性 / 捐赠 / 税前 / 扣除 / 有关 / 问题 / 的 / 通知,关于 / 公益性 / 捐赠 / 税 / 前 / 扣除 / 有关 / 问题 / 的 / 通知,N
国有土地使用权出让合同,国有 / 土地 / 使用权 / 出让 / 合同,国有 / 土地 / 使用权 / 出让 / 合同,Y
爱尔兰,爱尔兰,爱尔兰,Y
债务豁免,债务 / 豁免,债务 / 豁免,Y
中华人民共和国进出口商品检验法实施条例,中华 / 人民 / 共和国 / 进出口 / 商品 / 检验 / 法 / 实施 / 条例,中华人民共和国 / 进出口 / 商品检验法 / 实施 / 条例,N
建设工程规划,建设 / 工程 / 规划,建设 / 工程 / 规划,Y
关于跨国公司非贸易售付汇管理有关问题的通知,关于 / 跨国公司 / 非 / 贸易 / 售付汇 / 管理 / 有关 / 问题 / 的 / 通知,关于 / 跨国公司 / 非贸易 / 售 / 付汇 / 管理 / 有关 / 问题 / 的 / 通知,N
无船承运,无船 / 承运,无 / 船 / 承运,N
契税暂行条例实施细则,契税 / 暂行 / 条例 / 实施 / 细则,契税 / 暂行 / 条例 / 实施 / 细则,Y
外商投资企业和外国投资企业所得税法,外商 / 投资 / 企业 / 和 / 外国 / 投资 / 企业 / 所得税 / 法,外商 / 投资 / 企业 / 和 / 外国 / 投资 / 企业 / 所得税法,N
国家税务总局关于在我国境内无住所的个人取得奖金征税问题的通知,国家 / 税务 / 总局 / 关于 / 在 / 我国 / 境内 / 无 / 住所 / 的 / 个人 / 取得 / 奖金 / 征税 / 问题 / 的 / 通知,国家 / 税务 / 总局 / 关于 / 在 / 我国 / 境内 / 无 / 住所 / 的 / 个人 / 取得 / 奖金 / 征税 / 问题 / 的 / 通知,Y
中华人民共和国药品管理法实施条例,中华 / 人民 / 共和国 / 药品 / 管理 / 法 / 实施 / 条例,中华人民共和国 / 药品 / 管理 / 法 / 实施 / 条例,N
customs,CUSTOMS,CUSTOMS,Y
特殊劳动关系,特殊 / 劳动 / 关系,特殊 / 劳动 / 关系,Y
物业服务收费管理办法,物业 / 服务 / 收费 / 管理 / 办法,物业 / 服务 / 收费 / 管理 / 办法,Y
中华人民共和国外商投资企业会计制度,中华 / 人民 / 共和国 / 外商 / 投资 / 企业 / 会计 / 制度,中华人民共和国 / 外商 / 投资 / 企业 / 会计 / 制度,N
进项抵扣,进项 / 抵扣,进项 / 抵扣,Y
危险化学品经营许可证,危险 / 化学品 / 经营 / 许可证,危险 / 化学品 / 经营 / 许可证,Y
《个人所得税代扣代缴暂行办法》,个人 / 所得税 / 代扣 / 代缴 / 暂行 / 办法,个人所得税 / 代 / 扣 / 代 / 缴 / 暂行 / 办法,N
进口付汇核销贸易真实性审核规定,进口 / 付汇 / 核销 / 贸易 / 真实性 / 审核 / 规定,进口 / 付汇 / 核销 / 贸易 / 真实性 / 审核 / 规定,Y
逾期付款违约金,逾期 / 付款 / 违约金,逾期 / 付款 / 违约金,Y
关于加强技术进口合同售付汇管理的通知,关于 / 加强 / 技术 / 进口 / 合同 / 售付汇 / 管理 / 的 / 通知,关于 / 加强 / 技术 / 进口 / 合同 / 售 / 付汇 / 管理 / 的 / 通知,N
保险保障基金管理办法,保险 / 保障 / 基金 / 管理 / 办法,保险 / 保障 / 基金 / 管理 / 办法,Y
外商投资企业合并与分立,外商 / 投资 / 企业 / 合并 / 与 / 分立,外商 / 投资 / 企业 / 合并 / 与 / 分立,Y
再生资源,再生 / 资源,再生 / 资源,Y
台湾个人所得税,台湾 / 个人 / 所得税,台湾 / 个人所得税,N
国家税务总局关于政府收回土地使用权及纳税人代垫拆迁补偿费有关营业税问题的通知,国家 / 税务 / 总局 / 关于 / 政府 / 收回 / 土地 / 使用权 / 及 / 纳税人 / 代垫 / 拆迁 / 补偿费 / 有关 / 营业税 / 问题 / 的 / 通知,国家 / 税务 / 总局 / 关于 / 政府 / 收回 / 土地 / 使用权 / 及 / 纳税人 / 代垫 / 拆迁 / 补偿费 / 有关 / 营业税 / 问题 / 的 / 通知,Y
劳动保险条例,劳动 / 保险 / 条例,劳动保险 / 条例,N
不动产,不动产,不动产,Y
劳动争议仲裁法,劳动 / 争议 / 仲裁法,劳动 / 争议 / 仲裁 / 法,N
所得税 申报表,所得税 / 申报表,所得税 / 申报 / 表,N
农产品,农产品,农产品,Y
出资方式,出资 / 方式,出资 / 方式,Y
中华人民共和国土地法,中华 / 人民 / 共和国 / 土地 / 法,中华人民共和国 / 土地法,N
基本养老保险,基本 / 养老 / 保险,基本 / 养老 / 保险,Y
销售折扣 增值税,销售 / 折扣 / 增值税,销售 / 折扣 / 增值税,Y
经济补偿,经济 / 补偿,经济 / 补偿,Y
财政部、国家税务总局关于个人所得税有关问题的批复,财政部 / 国家 / 税务 / 总局 / 关于 / 个人 / 所得税 / 有关 / 问题 / 的 / 批复,财政部 / 国家 / 税务 / 总局 / 关于 / 个人所得税 / 有关 / 问题 / 的 / 批复,N
个人境外投资,个人 / 境外 / 投资,个人 / 境外 / 投资,Y
中西部地区优势产业目录（2008年修订）,中 / 西部 / 地区 / 优势 / 产业 / 目录 / 2008 / 年 / 修订,中西部 / 地区 / 优势 / 产业 / 目录 / 2008年 / 修订,N
外商投资企业土地使用费,外商 / 投资 / 企业 / 土地 / 使用费,外商 / 投资 / 企业 / 土地 / 使用费,Y
科学研究和教学用品免征进口税收规定,科学 / 研究 / 和 / 教学 / 用品 / 免征 / 进口 / 税收 / 规定,科学 / 研究 / 和 / 教学 / 用品 / 免征 / 进口税 / 收 / 规定,N
自有外汇,自有 / 外汇,自有 / 外汇,Y
劳保用品发票要求,劳保 / 用品 / 发票 / 要求,劳保 / 用品 / 发票 / 要求,Y
关于外商投资的公司审批登记管理法律适用,关于 / 外商 / 投资 / 的 / 公司 / 审批 / 登记 / 管理 / 法律 / 适用,关于 / 外商 / 投资 / 的 / 公司 / 审批 / 登记 / 管理 / 法律 / 适用,Y
企业重组所得税,企业 / 重组 / 所得税,企业重组 / 所得税,N
财税[2010]103号,财税 / 2010 / 103 / 号,财税103 / 号,N
离岸服务外包业务免征营业税,离岸 / 服务 / 外包 / 业务 / 免征 / 营业税,离岸 / 服务 / 外包 / 业务 / 免征 / 营业税,Y
知识产权 法律适用,知识 / 产权 / 法律 / 适用,知识 / 产权 / 法律 / 适用,Y
广告费 业务宣传费,广告费 / 业务 / 宣传费,广告费 / 业务 / 宣传 / 费,N
贵州 住房公积金,贵州 / 住房 / 公积金,贵州 / 住房 / 公积金,Y
工商行政管理机关制止滥用行政权力排除、限制竞争行为的规定,工商 / 行政 / 管理 / 机关 / 制止 / 滥用 / 行政 / 权力 / 排除 / 限制 / 竞争 / 行为 / 的 / 规定,工商行 / 政 / 管理 / 机关 / 制止 / 滥用 / 行政 / 权力 / 排除 / 限制 / 竞争 / 行为 / 的 / 规定,N
旧城改造,旧 / 城 / 改造,旧城 / 改造,N
劳务收入,劳务 / 收入,劳务 / 收入,Y
股票交易 印花税,股票 / 交易 / 印花税,股票 / 交易 / 印花税,Y
循环经济,循环 / 经济,循环经济,N
国家安全,国家 / 安全,国家 / 安全,Y
土地租赁,土地 / 租赁,土地 / 租赁,Y
投资性公司 增资,投资性 / 公司 / 增资,投资性公司 / 增资,N
加工贸易保税进口料件内销审批管理暂行办法,加工 / 贸易 / 保税 / 进口 / 料件 / 内销 / 审批 / 管理 / 暂行 / 办法,加工 / 贸易 / 保税 / 进口 / 料 / 件 / 内销 / 审批 / 管理 / 暂行 / 办法,N
建筑工程设计,建筑 / 工程设计,建筑 / 工程 / 设计,N
离婚协议,离婚 / 协议,离婚 / 协议,Y
转发,转发,转发,Y
State Administration of Foreign Exchange,STATE / ADMINISTRATION / OF / FOREIGN / EXCHANGE,STATE / ADMINISTRATION / OF / FOREIGN / EXCHANGE,Y
房地产营业税,房地产 / 营业税,房地产 / 营业税,Y
房屋建筑和市政基础设施工程竣工验收备案管理办法,房屋 / 建筑 / 和 / 市政 / 基础 / 设施 / 工程 / 竣工 / 验收 / 备案 / 管理 / 办法,房屋 / 建筑 / 和 / 市政 / 基础 / 设施 / 工程 / 竣工 / 验收 / 备案 / 管理 / 办法,Y
国家税务总局关于加强和规范税务机关代开普通发票工作的通知,国家 / 税务 / 总局 / 关于 / 加强 / 和 / 规范 / 税务 / 机关 / 代开 / 普通 / 发票 / 工作 / 的 / 通知,国家 / 税务 / 总局 / 关于 / 加强 / 和 / 规范 / 税务 / 机关 / 代 / 开 / 普通 / 发票 / 工作 / 的 / 通知,N
中关村,中关村,中关村,Y
滥用市场支配地位,滥用 / 市场 / 支配 / 地位,滥用 / 市场 / 支配 / 地位,Y
个人所得税手续费返还,个人 / 所得税 / 手续费 / 返还,个人所得税 / 手续费 / 返还,N
国家税务总局关于土地增值税清算有关问题的通知,国家 / 税务 / 总局 / 关于 / 土地 / 增值税 / 清算 / 有关 / 问题 / 的 / 通知,国家 / 税务 / 总局 / 关于 / 土地增值税 / 清算 / 有关 / 问题 / 的 / 通知,N
银行执行外汇管理规定情况考核办法,银行 / 执行 / 外汇 / 管理 / 规定 / 情况 / 考核 / 办法,银行 / 执行 / 外汇 / 管理 / 规定 / 情况 / 考核 / 办法,Y
社会保险 缴纳,社会 / 保险 / 缴纳,社会保险 / 缴纳,N
代理商,代理商,代理商,Y
财税字[1995]98号,财税 / 字 / 1995 / 98 / 号,财税 / 字98 / 号,N
环境保护管理规定,环境 / 保护 / 管理 / 规定,环境 / 保护 / 管理 / 规定,Y
联营企业,联营 / 企业,联营 / 企业,Y
2012 与 79 与 (湖北省,2012 / 与 / 79 / 与 / 湖北 / 省,2012 / 与 / 79 / 与 / 湖北省,N
外国驻华新闻机构,外国 / 驻华 / 新闻 / 机构,外国 / 驻华 / 新闻 / 机构,Y
社会保险费申报缴纳管理规定,社会 / 保险费 / 申报 / 缴纳 / 管理 / 规定,社会保险 / 费 / 申报 / 缴纳 / 管理 / 规定,N
河北省国家税务局关于企业若干销售行为征收增值税问题的通知,河北 / 省 / 国家 / 税务局 / 关于 / 企业 / 若干 / 销售 / 行为 / 征收 / 增值税 / 问题 / 的 / 通知,河北省 / 国家 / 税务局 / 关于 / 企业 / 若干 / 销售 / 行为 / 征收 / 增值税 / 问题 / 的 / 通知,N
房产税改革,房产税 / 改革,房产税 / 改革,Y
特殊重组 59号文,特殊 / 重组 / 59 / 号 / 文,特殊 / 重组 / 59 / 号 / 文,Y
深圳 劳动合同,深圳 / 劳动 / 合同,深圳 / 劳动 / 合同,Y
社会保险 个人所得税,社会 / 保险 / 个人 / 所得税,社会保险 / 个人所得税,N
税收协定 中国 香港,税收 / 协定 / 中国 / 香港,税收 / 协定 / 中国 / 香港,Y
香港所得税法,香港 / 所得税 / 法,香港 / 所得税法,N
【2009】59,2009 / 59,2009 / 59,Y
企业所得税纳税申报,企业 / 所得税 / 纳税 / 申报,企业 / 所得税 / 纳税 / 申报,Y
代扣代缴 企业所得税,代扣 / 代缴 / 企业 / 所得税,代 / 扣 / 代 / 缴 / 企业 / 所得税,N
购物卡 与 预收款,购物卡 / 与 / 预 / 收款,购物卡 / 与 / 预 / 收款,Y
摊销,摊销,摊销,Y
劳保用品范围 办公用品,劳保 / 用品 / 范围 / 办公 / 用品,劳保 / 用品 / 范围 / 办公 / 用品,Y
关于对所得避免双重征税和防止偷漏税安排,关于 / 对 / 所得 / 避免 / 双重 / 征税 / 和 / 防止 / 偷 / 漏税 / 安排,关于 / 对 / 所得 / 避免 / 双重 / 征税 / 和 / 防止 / 偷 / 漏税 / 安排,Y
国税函【1997】167号,国税函 / 1997 / 167 / 号,国税 / 函 / 1997 / 167 / 号,N
上海云计算服务创新发展试点示范实施方案,上海 / 云 / 计算 / 服务 / 创新 / 发展 / 试点 / 示范 / 实施 / 方案,上 / 海云 / 计算 / 服务 / 创新 / 发展 / 试点 / 示范 / 实施 / 方案,N
劳动合同法 2007,劳动 / 合同 / 法 / 2007,劳动 / 合同法 / 2007,N
发票缴销,发票 / 缴销,发票 / 缴销,Y
国家税务总局关于红字增值税专用发票通知单管理系统推行工作的通知,国家 / 税务 / 总局 / 关于 / 红字 / 增值税 / 专用 / 发票 / 通知 / 单 / 管理 / 系统 / 推行 / 工作 / 的 / 通知,国家 / 税务 / 总局 / 关于 / 红 / 字 / 增值税 / 专用 / 发票 / 通知单 / 管理 / 系统 / 推行 / 工作 / 的 / 通知,N
媒体调查,媒体 / 调查,媒体 / 调查,Y
缴销发票,缴销 / 发票,缴销 / 发票,Y
媒体偷拍,媒体 / 偷拍,媒体 / 偷拍,Y
新闻媒体,新闻 / 媒体,新闻 / 媒体,Y
企业贷款支付利息,企业 / 贷款 / 支付 / 利息,企业 / 贷款 / 支付 / 利息,Y
个人将其所得对教育事业和其他公益事业捐赠的部分,个人 / 将 / 其 / 所得 / 对 / 教育 / 事业 / 和 / 其他 / 公益 / 事业 / 捐赠 / 的 / 部分,个人 / 将 / 其 / 所得 / 对 / 教育 / 事业 / 和 / 其他 / 公益 / 事业 / 捐赠 / 的 / 部分,Y
新闻媒体调查,新闻 / 媒体 / 调查,新闻 / 媒体 / 调查,Y
实物增值税 5%,实物 / 增值税 / 5%,实物 / 增值税 / 5,N
【2010]60号,2010 / 60 / 号,201060 / 号,N
军队 租赁,军 / 队 / 租赁,军队 / 租赁,N
国际税控器,国际 / 税控器,国际 / 税 / 控 / 器,N
企业债权打包处理,企业 / 债权 / 打包 / 处理,企业 / 债权 / 打包 / 处理,Y
免费 侵权,免费 / 侵权,免费 / 侵权,Y
保险 伤残 报告,保险 / 伤残 / 报告,保险 / 伤残 / 报告,Y
伤残鉴定报告,伤残 / 鉴定 / 报告,伤残 / 鉴定 / 报告,Y
餐费补贴,餐费 / 补贴,餐费 / 补贴,Y
增值税防伪税控系统最高开票限额审批,增值税 / 防伪 / 税控 / 系统 / 最高 / 开票 / 限额 / 审批,增值税 / 防伪 / 税 / 控 / 系统 / 最高 / 开票 / 限额 / 审批,N
增值税防伪税控系统最高开票限额审批 A,增值税 / 防伪 / 税控 / 系统 / 最高 / 开票 / 限额 / 审批 / A,增值税 / 防伪 / 税 / 控 / 系统 / 最高 / 开票 / 限额 / 审批 / A,N
机动车增值税管理办法,机动车 / 增值税 / 管理 / 办法,机动车 / 增值税 / 管理 / 办法,Y
增值税专用发票的具体管理,增值税 / 专用 / 发票 / 的 / 具体 / 管理,增值税 / 专用 / 发票 / 的 / 具体 / 管理,Y
上海 技术进出口,上海 / 技术 / 进出口,上海 / 技术 / 进出口,Y
70号文,70 / 号 / 文,70 / 号 / 文,Y
税[2010]70号,税 / 2010 / 70 / 号,税70 / 号,N
税 71号,税 / 71 / 号,税 / 71 / 号,Y
design and development automotive,DESIGN / AND / DEVELOPMENT / AUTOMOTIVE,DESIGN / AND / DEVELOPMENT / AUTOMOTIVE,Y
外国新闻机构常驻,外国 / 新闻 / 机构 / 常驻,外国 / 新闻 / 机构 / 常驻,Y
外国新闻企业常驻,外国 / 新闻 / 企业 / 常驻,外国 / 新闻 / 企业 / 常驻,Y
食品安全检测,食品 / 安全 / 检测,食品 / 安全 / 检测,Y
基因,基因,基因,Y
royalty percentage,ROYALTY / PERCENTAGE,ROYALTY / PERCENTAGE,Y
先租后抵,先 / 租 / 后 / 抵,先 / 租 / 后 / 抵,Y
北京 竞业 补偿金,北京 / 竞业 / 补偿金,北京 / 竞 / 业 / 补偿金,N
外国人在中国境内就业,外国人 / 在 / 中国 / 境内 / 就业,外国人 / 在 / 中国 / 境内 / 就业,Y
特许权使用费 20%,特许 / 权 / 使用费 / 20%,特许权 / 使用费 / 20,N
杭州 通讯补贴,杭州 / 通讯 / 补贴,杭州 / 通讯 / 补贴,Y
户外指示标识 与 广告牌 与 设计资质,户外 / 指示 / 标识 / 与 / 广告 / 牌 / 与 / 设计 / 资质,户外 / 指示 / 标识 / 与 / 广告牌 / 与 / 设计 / 资质,N
交通运输部关于印发公路工程施工分包管理办法的通知,交通 / 运输部 / 关于 / 印发 / 公路 / 工程 / 施工 / 分包 / 管理 / 办法 / 的 / 通知,交通 / 运输部 / 关于 / 印发 / 公路 / 工程 / 施工 / 分包 / 管理 / 办法 / 的 / 通知,Y
